"ward_code","ward","district_code","district","province_code","province"
"5059","Xã Mường Lý","612","Huyện Mường Lát","56","Thanh Hóa"
"5060","Xã Trung Lý","612","Huyện Mường Lát","56","Thanh Hóa"
"5061","Xã Quang Chiểu","612","Huyện Mường Lát","56","Thanh Hóa"
"5062","Xã Pù Nhi","612","Huyện Mường Lát","56","Thanh Hóa"
"5063","Xã Nhi Sơn","612","Huyện Mường Lát","56","Thanh Hóa"
"5064","Xã Mường Chanh","612","Huyện Mường Lát","56","Thanh Hóa"
"5065","Thị trấn Quan Hóa","618","Huyện Quan Hóa","56","Thanh Hóa"
"5066","Xã Thành Sơn","618","Huyện Quan Hóa","56","Thanh Hóa"
"5067","Xã Trung Sơn","618","Huyện Quan Hóa","56","Thanh Hóa"
"5068","Xã Phú Thanh","618","Huyện Quan Hóa","56","Thanh Hóa"
"5069","Xã Trung Thành","618","Huyện Quan Hóa","56","Thanh Hóa"
"5070","Xã Phú Lệ","618","Huyện Quan Hóa","56","Thanh Hóa"
"5071","Xã Phú Sơn","618","Huyện Quan Hóa","56","Thanh Hóa"
"5072","Xã Phú Xuân","618","Huyện Quan Hóa","56","Thanh Hóa"
"5073","Xã Thanh Xuân","618","Huyện Quan Hóa","56","Thanh Hóa"
"5074","Xã Hiền Chung","618","Huyện Quan Hóa","56","Thanh Hóa"
"5075","Xã Hiền Kiệt","618","Huyện Quan Hóa","56","Thanh Hóa"
"5076","Xã Nam Tiến","618","Huyện Quan Hóa","56","Thanh Hóa"
"5077","Xã Hồi Xuân","618","Huyện Quan Hóa","56","Thanh Hóa"
"5078","Xã Thiên Phủ","618","Huyện Quan Hóa","56","Thanh Hóa"
"5079","Xã Phú Nghiêm","618","Huyện Quan Hóa","56","Thanh Hóa"
"5080","Xã Nam Xuân","618","Huyện Quan Hóa","56","Thanh Hóa"
"5081","Xã Nam Động","618","Huyện Quan Hóa","56","Thanh Hóa"
"5082","Xã Xuân Phú","618","Huyện Quan Hóa","56","Thanh Hóa"
"5083","Thị trấn Cành Nàng","605","Huyện Bá Thước","56","Thanh Hóa"
"5084","Xã Điền Thượng","605","Huyện Bá Thước","56","Thanh Hóa"
"5085","Xã Điền Hạ","605","Huyện Bá Thước","56","Thanh Hóa"
"5086","Xã Điền Quang","605","Huyện Bá Thước","56","Thanh Hóa"
"5087","Xã Điền Trung","605","Huyện Bá Thước","56","Thanh Hóa"
"5088","Xã Thành Sơn","605","Huyện Bá Thước","56","Thanh Hóa"
"5089","Xã Lương Ngoại","605","Huyện Bá Thước","56","Thanh Hóa"
"5090","Xã Ái Thượng","605","Huyện Bá Thước","56","Thanh Hóa"
"5091","Xã Lương Nội","605","Huyện Bá Thước","56","Thanh Hóa"
"5092","Xã Điền Lư","605","Huyện Bá Thước","56","Thanh Hóa"
"5093","Xã Lương Trung","605","Huyện Bá Thước","56","Thanh Hóa"
"5094","Xã Lũng Niêm","605","Huyện Bá Thước","56","Thanh Hóa"
"5095","Xã Lũng Cao","605","Huyện Bá Thước","56","Thanh Hóa"
"5096","Xã Hạ Trung","605","Huyện Bá Thước","56","Thanh Hóa"
"5097","Xã Cổ Lũng","605","Huyện Bá Thước","56","Thanh Hóa"
"5098","Xã Thành Lâm","605","Huyện Bá Thước","56","Thanh Hóa"
"5099","Xã Ban Công","605","Huyện Bá Thước","56","Thanh Hóa"
"5100","Xã Kỳ Tân","605","Huyện Bá Thước","56","Thanh Hóa"
"5101","Xã Văn Nho","605","Huyện Bá Thước","56","Thanh Hóa"
"5102","Xã Thiết Ống","605","Huyện Bá Thước","56","Thanh Hóa"
"5103","Xã Lâm Xa","605","Huyện Bá Thước","56","Thanh Hóa"
"5104","Xã Thiết Kế","605","Huyện Bá Thước","56","Thanh Hóa"
"5105","Xã Tân Lập","605","Huyện Bá Thước","56","Thanh Hóa"
"5106","Thị trấn Quan Sơn","619","Huyện Quan Sơn","56","Thanh Hóa"
"5107","Xã Trung Xuân","619","Huyện Quan Sơn","56","Thanh Hóa"
"5108","Xã Trung Thượng","619","Huyện Quan Sơn","56","Thanh Hóa"
"5109","Xã Trung Tiến","619","Huyện Quan Sơn","56","Thanh Hóa"
"5110","Xã Trung Hạ","619","Huyện Quan Sơn","56","Thanh Hóa"
"5111","Xã Sơn Hà","619","Huyện Quan Sơn","56","Thanh Hóa"
"5112","Xã Tam Thanh","619","Huyện Quan Sơn","56","Thanh Hóa"
"5113","Xã Sơn Thủy","619","Huyện Quan Sơn","56","Thanh Hóa"
"5114","Xã Na Mèo","619","Huyện Quan Sơn","56","Thanh Hóa"
"5115","Xã Sơn Lư","619","Huyện Quan Sơn","56","Thanh Hóa"
"5116","Xã Tam Lư","619","Huyện Quan Sơn","56","Thanh Hóa"
"5117","Xã Sơn Điện","619","Huyện Quan Sơn","56","Thanh Hóa"
"5118","Xã Mường Mìn","619","Huyện Quan Sơn","56","Thanh Hóa"
"5119","Thị trấn Lang Chánh","611","Huyện Lang Chánh","56","Thanh Hóa"
"5120","Xã Yên Khương","611","Huyện Lang Chánh","56","Thanh Hóa"
"5121","Xã Yên Thắng","611","Huyện Lang Chánh","56","Thanh Hóa"
"5122","Xã Trí Nang","611","Huyện Lang Chánh","56","Thanh Hóa"
"5123","Xã Giao An","611","Huyện Lang Chánh","56","Thanh Hóa"
"5124","Xã Giao Thiện","611","Huyện Lang Chánh","56","Thanh Hóa"
"5125","Xã Tân Phúc","611","Huyện Lang Chánh","56","Thanh Hóa"
"5126","Xã Tam Văn","611","Huyện Lang Chánh","56","Thanh Hóa"
"5127","Xã Lâm Phú","611","Huyện Lang Chánh","56","Thanh Hóa"
"5128","Xã Quang Hiến","611","Huyện Lang Chánh","56","Thanh Hóa"
"5129","Xã Đồng Lương","611","Huyện Lang Chánh","56","Thanh Hóa"
"5130","Thị Trấn Ngọc Lặc","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5131","Xã Lam Sơn","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5132","Xã Mỹ Tân","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5133","Xã Thúy Sơn","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5134","Xã Thạch Lập","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5135","Xã Vân Âm","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5136","Xã Cao Ngọc","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5137","Xã Ngọc Khê","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5138","Xã Quang Trung","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5139","Xã Đồng Thịnh","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5140","Xã Ngọc Liên","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5141","Xã Ngọc Sơn","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5142","Xã Lộc Thịnh","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5143","Xã Cao Thịnh","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5144","Xã Ngọc Trung","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5145","Xã Phùng Giáo","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5146","Xã Phùng Minh","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5147","Xã Phúc Thịnh","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5148","Xã Nguyệt Ấn","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5149","Xã Kiên Thọ","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5150","Xã Minh Tiến","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5151","Xã Minh Sơn","614","Huyện Ngọc Lặc","56","Thanh Hóa"
"5152","Thị trấn Cẩm Thủy","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5153","Xã Phúc Do","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5154","Xã Cẩm Thành","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5155","Xã Cẩm Quý","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5156","Xã Cẩm Lương","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5157","Xã Cẩm Thạch","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5158","Xã Cẩm Liên","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5159","Xã Cẩm Giang","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5160","Xã Cẩm Bình","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5161","Xã Cẩm Tú","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5162","Xã Cẩm Sơn","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5163","Xã Cẩm Châu","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5164","Xã Cẩm Tâm","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5165","Xã Cẩm Phong","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5166","Xã Cẩm Ngọc","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5167","Xã Cẩm Long","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5168","Xã Cẩm Yên","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5169","Xã Cẩm Tân","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5170","Xã Cẩm Phú","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5171","Xã Cẩm Vân","606","Huyện Cẩm Thủy","56","Thanh Hóa"
"5172","Thị trấn Kim Tân","621","Huyện Thạch Thành","56","Thanh Hóa"
"5173","Thị trấn Vân Du","621","Huyện Thạch Thành","56","Thanh Hóa"
"5174","Xã Thạch Tân","621","Huyện Thạch Thành","56","Thanh Hóa"
"5175","Xã Thạch Lâm","621","Huyện Thạch Thành","56","Thanh Hóa"
"5176","Xã Thạch Quảng","621","Huyện Thạch Thành","56","Thanh Hóa"
"5177","Xã Thạch Tượng","621","Huyện Thạch Thành","56","Thanh Hóa"
"5178","Xã Thạch Cẩm","621","Huyện Thạch Thành","56","Thanh Hóa"
"5179","Xã Thạch Sơn","621","Huyện Thạch Thành","56","Thanh Hóa"
"5180","Xã Thạch Bình","621","Huyện Thạch Thành","56","Thanh Hóa"
"5181","Xã Thạch Định","621","Huyện Thạch Thành","56","Thanh Hóa"
"5182","Xã Thạch Đồng","621","Huyện Thạch Thành","56","Thanh Hóa"
"5183","Xã Thạch Long","621","Huyện Thạch Thành","56","Thanh Hóa"
"5184","Xã Thành Mỹ","621","Huyện Thạch Thành","56","Thanh Hóa"
"5185","Xã Thành Yên","621","Huyện Thạch Thành","56","Thanh Hóa"
"5186","Xã Thành Vinh","621","Huyện Thạch Thành","56","Thanh Hóa"
"5187","Xã Thành Minh","621","Huyện Thạch Thành","56","Thanh Hóa"
"5188","Xã Thành Công","621","Huyện Thạch Thành","56","Thanh Hóa"
"5189","Xã Thành Tân","621","Huyện Thạch Thành","56","Thanh Hóa"
"5190","Xã Thành Trực","621","Huyện Thạch Thành","56","Thanh Hóa"
"5191","Xã Thành Vân","621","Huyện Thạch Thành","56","Thanh Hóa"
"5192","Xã Thành Tâm","621","Huyện Thạch Thành","56","Thanh Hóa"
"5193","Xã Thành An","621","Huyện Thạch Thành","56","Thanh Hóa"
"5194","Xã Thành Thọ","621","Huyện Thạch Thành","56","Thanh Hóa"
"5195","Xã Thành Tiến","621","Huyện Thạch Thành","56","Thanh Hóa"
"5196","Xã Thành Long","621","Huyện Thạch Thành","56","Thanh Hóa"
"5197","Xã Thành Kim","621","Huyện Thạch Thành","56","Thanh Hóa"
"5198","Xã Thành Hưng","621","Huyện Thạch Thành","56","Thanh Hóa"
"5199","Xã Ngọc Trạo","621","Huyện Thạch Thành","56","Thanh Hóa"
"5200","Thị trấn Hà Trung","608","Huyện Hà Trung","56","Thanh Hóa"
"5201","Xã Hà Long","608","Huyện Hà Trung","56","Thanh Hóa"
"5202","Xã Hà Vinh","608","Huyện Hà Trung","56","Thanh Hóa"
"5203","Xã Hà Bắc","608","Huyện Hà Trung","56","Thanh Hóa"
"5204","Xã Hà Vân","608","Huyện Hà Trung","56","Thanh Hóa"
"5205","Xã Hà Yên","608","Huyện Hà Trung","56","Thanh Hóa"
"5206","Xã Hà Thanh","608","Huyện Hà Trung","56","Thanh Hóa"
"5207","Xã Hà Giang","608","Huyện Hà Trung","56","Thanh Hóa"
"5208","Xã Hà Dương","608","Huyện Hà Trung","56","Thanh Hóa"
"5209","Xã Hà Phú","608","Huyện Hà Trung","56","Thanh Hóa"
"5210","Xã Hà Phong","608","Huyện Hà Trung","56","Thanh Hóa"
"5211","Xã Hà Ngọc","608","Huyện Hà Trung","56","Thanh Hóa"
"5212","Xã Hà Ninh","608","Huyện Hà Trung","56","Thanh Hóa"
"5213","Xã Hà Lâm","608","Huyện Hà Trung","56","Thanh Hóa"
"5214","Xã Hà Sơn","608","Huyện Hà Trung","56","Thanh Hóa"
"5215","Xã Hà Lĩnh","608","Huyện Hà Trung","56","Thanh Hóa"
"5216","Xã Hà Đông","608","Huyện Hà Trung","56","Thanh Hóa"
"5217","Xã Hà Tân","608","Huyện Hà Trung","56","Thanh Hóa"
"5218","Xã Hà Tiến","608","Huyện Hà Trung","56","Thanh Hóa"
"5219","Xã Hà Bình","608","Huyện Hà Trung","56","Thanh Hóa"
"5220","Xã Hà Lai","608","Huyện Hà Trung","56","Thanh Hóa"
"5221","Xã Hà Châu","608","Huyện Hà Trung","56","Thanh Hóa"
"5222","Xã Hà Toại","608","Huyện Hà Trung","56","Thanh Hóa"
"5223","Xã Hà Thái","608","Huyện Hà Trung","56","Thanh Hóa"
"5224","Xã Hà Hải","608","Huyện Hà Trung","56","Thanh Hóa"
"5225","Thị trấn Vĩnh Lộc","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5226","Xã Vĩnh Thành","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5227","Xã Vĩnh Quang","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5228","Xã Vĩnh Yên","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5229","Xã Vĩnh Tiến","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5230","Xã Vĩnh Long","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5231","Xã Vĩnh Phúc","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5232","Xã Vĩnh Hưng","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5233","Xã Vĩnh Minh","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5234","Xã Vĩnh Khang","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5235","Xã Vĩnh Hòa","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5236","Xã Vĩnh Hùng","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5237","Xã Vĩnh Tân","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5238","Xã Vĩnh Ninh","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5239","Xã Vĩnh Thịnh","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5240","Xã Vĩnh An","627","Huyện Vĩnh Lộc","56","Thanh Hóa"
"5241","Thị trấn Quán Lào","628","Huyện Yên Định","56","Thanh Hóa"
"5242","Thị trấn Thống Nhất","628","Huyện Yên Định","56","Thanh Hóa"
"5243","Xã Yên Phú","628","Huyện Yên Định","56","Thanh Hóa"
"5244","Thị trấn Yên Lâm","628","Huyện Yên Định","56","Thanh Hóa"
"5245","Xã Yên Tâm","628","Huyện Yên Định","56","Thanh Hóa"
"5246","Xã Yên Giang","628","Huyện Yên Định","56","Thanh Hóa"
"5247","Thị trấn Quý Lộc","628","Huyện Yên Định","56","Thanh Hóa"
"5248","Xã Yên Thọ","628","Huyện Yên Định","56","Thanh Hóa"
"5249","Xã Yên Trung","628","Huyện Yên Định","56","Thanh Hóa"
"5250","Xã Yên Trường","628","Huyện Yên Định","56","Thanh Hóa"
"5251","Xã Yên Bái","628","Huyện Yên Định","56","Thanh Hóa"
"5252","Xã Yên Phong","628","Huyện Yên Định","56","Thanh Hóa"
"5253","Xã Yên Thái","628","Huyện Yên Định","56","Thanh Hóa"
"5254","Xã Yên Hùng","628","Huyện Yên Định","56","Thanh Hóa"
"5255","Xã Yên Thịnh","628","Huyện Yên Định","56","Thanh Hóa"
"5256","Xã Yên Ninh","628","Huyện Yên Định","56","Thanh Hóa"
"5257","Xã Yên Lạc","628","Huyện Yên Định","56","Thanh Hóa"
"5258","Xã Định Tăng","628","Huyện Yên Định","56","Thanh Hóa"
"5259","Xã Định Hòa","628","Huyện Yên Định","56","Thanh Hóa"
"5260","Xã Định Thành","628","Huyện Yên Định","56","Thanh Hóa"
"5261","Xã Định Công","628","Huyện Yên Định","56","Thanh Hóa"
"5262","Xã Định Tân","628","Huyện Yên Định","56","Thanh Hóa"
"5263","Xã Định Tiến","628","Huyện Yên Định","56","Thanh Hóa"
"5264","Xã Định Long","628","Huyện Yên Định","56","Thanh Hóa"
"5265","Xã Định Liên","628","Huyện Yên Định","56","Thanh Hóa"
"5266","Xã Định Tường","628","Huyện Yên Định","56","Thanh Hóa"
"5267","Xã Định Hưng","628","Huyện Yên Định","56","Thanh Hóa"
"5268","Xã Định Hải","628","Huyện Yên Định","56","Thanh Hóa"
"5269","Xã Định Bình","628","Huyện Yên Định","56","Thanh Hóa"
"5270","Thị trấn Thọ Xuân","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5271","Thị trấn Lam Sơn","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5272","Thị trấn Sao Vàng","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5273","Xã Xuân Khánh","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5274","Xã Thọ Nguyên","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5275","Xã Xuân Thành","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5276","Xã Hạnh Phúc","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5277","Xã Bắc Lương","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5278","Xã Nam Giang","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5279","Xã Xuân Phong","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5280","Xã Thọ Lộc","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5281","Xã Xuân Trường","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5282","Xã Xuân Hòa","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5283","Xã Thọ Hải","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5284","Xã Tây Hồ","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5285","Xã Xuân Giang","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5286","Xã Xuân Quang","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5287","Xã Xuân Sơn","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5288","Xã Xuân Hưng","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5289","Xã Thọ Diên","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5290","Xã Thọ Lâm","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5291","Xã Thọ Xương","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5292","Xã Xuân Bái","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5293","Xã Xuân Phú","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5294","Xã Xuân Thắng","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5295","Xã Xuân Lam","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5296","Xã Xuân Thiên","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5297","Xã Thọ Minh","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5298","Xã Xuân Châu","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5299","Xã Thọ Lập","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5300","Xã Quảng Phú","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5301","Xã Xuân Tín","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5302","Xã Phú Yên","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5303","Xã Xuân Yên","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5304","Xã Xuân Lai","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5305","Xã Xuân Lập","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5306","Xã Thọ Thắng","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5307","Xã Xuân Minh","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5308","Xã Xuân Tân","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5309","Xã Xuân Vinh","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5310","Xã Thọ Trường","623","Huyện Thọ Xuân","56","Thanh Hóa"
"5311","Thị trấn Thường Xuân","624","Huyện Thường Xuân","56","Thanh Hóa"
"5312","Xã Bát Mọt","624","Huyện Thường Xuân","56","Thanh Hóa"
"5313","Xã Yên Nhân","624","Huyện Thường Xuân","56","Thanh Hóa"
"5314","Xã Xuân Lẹ","624","Huyện Thường Xuân","56","Thanh Hóa"
"5315","Xã Vạn Xuân","624","Huyện Thường Xuân","56","Thanh Hóa"
"5316","Xã Lương Sơn","624","Huyện Thường Xuân","56","Thanh Hóa"
"5317","Xã Xuân Cao","624","Huyện Thường Xuân","56","Thanh Hóa"
"5318","Xã Luận Thành","624","Huyện Thường Xuân","56","Thanh Hóa"
"5319","Xã Luận Khê","624","Huyện Thường Xuân","56","Thanh Hóa"
"5320","Xã Xuân Thắng","624","Huyện Thường Xuân","56","Thanh Hóa"
"5321","Xã Xuân Lộc","624","Huyện Thường Xuân","56","Thanh Hóa"
"5322","Xã Xuân Cẩm","624","Huyện Thường Xuân","56","Thanh Hóa"
"5323","Xã Xuân Dương","624","Huyện Thường Xuân","56","Thanh Hóa"
"5324","Xã Thọ Thanh","624","Huyện Thường Xuân","56","Thanh Hóa"
"5325","Xã Ngọc Phụng","624","Huyện Thường Xuân","56","Thanh Hóa"
"5326","Xã Xuân Chinh","624","Huyện Thường Xuân","56","Thanh Hóa"
"5327","Xã Tân Thành","624","Huyện Thường Xuân","56","Thanh Hóa"
"5328","Thị trấn Triệu Sơn","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5329","Xã Thọ Sơn","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5330","Xã Thọ Bình","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5331","Xã Thọ Tiến","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5332","Xã Hợp Lý","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5333","Xã Hợp Tiến","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5334","Xã Hợp Thành","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5335","Xã Triệu Thành","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5336","Xã Hợp Thắng","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5337","Xã Minh Sơn","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5338","Xã Minh Dân","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5339","Xã Minh Châu","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5340","Xã Dân Lực","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5341","Xã Dân Lý","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5342","Xã Dân Quyền","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5343","Xã An Nông","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5344","Xã Văn Sơn","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5345","Xã Thái Hòa","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5346","Xã Tân Ninh","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5347","Xã Đồng Lợi","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5348","Xã Đồng Tiến","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5349","Xã Đồng Thắng","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5350","Xã Tiến Nông","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5351","Xã Khuyến Nông","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5352","Xã Xuân Thịnh","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5353","Xã Xuân Lộc","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5354","Xã Thọ Dân","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5355","Xã Xuân Thọ","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5356","Xã Thọ Tân","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5357","Xã Thọ Ngọc","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5358","Xã Thọ Cường","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5359","Xã Thọ Phú","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5360","Xã Thọ Vực","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5361","Xã Thọ Thế","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5362","Xã Nông Trường","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5363","Xã Bình Sơn","626","Huyện Triệu Sơn","56","Thanh Hóa"
"5364","Thị trấn Vạn Hà","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5365","Xã Thiệu Ngọc","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5366","Xã Thiệu Vũ","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5367","Xã Thiệu Phúc","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5368","Xã Thiệu Tiến","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5369","Xã Thiệu Công","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5370","Xã Thiệu Phú","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5371","Xã Thiệu Long","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5372","Xã Thiệu Giang","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5373","Xã Thiệu Duy","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5374","Xã Thiệu Nguyên","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5375","Xã Thiệu Hợp","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5376","Xã Thiệu Thịnh","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5377","Xã Thiệu Quang","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5378","Xã Thiệu Thành","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5379","Xã Thiệu Toán","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5380","Xã Thiệu Chính","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5381","Xã Thiệu Hòa","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5382","Xã Thiệu Minh","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5383","Xã Thiệu Tâm","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5384","Xã Thiệu Viên","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5385","Xã Thiệu Lý","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5386","Xã Thiệu Vận","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5387","Xã Thiệu Trung","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5388","Xã Thiệu Đô","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5389","Xã Thiệu Châu","622","Huyện Thiệu Hóa","56","Thanh Hóa"
"5390","Xã Thiệu Vân","602","Thành phố Thanh Hóa","56","Thanh Hóa"
"5391","Xã Thiệu Giao","622","Huyện Thiệu Hóa","56","Thanh Hóa"
